CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF;REGIAO
2469;2608503;LAGOA DO ITAENGA;Lagoa de Itaenga;PE;NORDESTE
2471;2608602;LAGOA DO OURO;Lagoa do Ouro;PE;NORDESTE
2473;2608701;LAGOA DOS GATOS;Lagoa dos Gatos;PE;NORDESTE
2475;2608800;LAJEDO;Lajedo;PE;NORDESTE
2477;2608909;LIMOEIRO;Limoeiro;PE;NORDESTE
2479;2609006;MACAPARANA;Macaparana;PE;NORDESTE
2481;2609105;MACHADOS;Machados;PE;NORDESTE
2483;2609204;MARAIAL;Maraial;PE;NORDESTE
2485;2609303;MIRANDIBA;Mirandiba;PE;NORDESTE
2487;2609402;MORENO;Moreno;PE;NORDESTE
2489;2609501;NAZARÉ DA MATA;Nazaré da Mata;PE;NORDESTE
2491;2609600;OLINDA;Olinda;PE;NORDESTE
2493;2609709;OROBÓ;Orobó;PE;NORDESTE
2495;2609808;OROCÓ;Orocó;PE;NORDESTE
2497;2609907;OURICURI;Ouricuri;PE;NORDESTE
2499;2610004;PALMARES;Palmares;PE;NORDESTE
2501;2610103;PALMEIRINA;Palmeirina;PE;NORDESTE
2503;2610202;PANELAS;Panelas;PE;NORDESTE
2505;2610301;PARANATAMA;Paranatama;PE;NORDESTE
2507;2610400;PARNAMIRIM;Parnamirim;PE;NORDESTE
2509;2610509;PASSIRA;Passira;PE;NORDESTE
2511;2610608;PAUDALHO;Paudalho;PE;NORDESTE
2513;2610707;PAULISTA;Paulista;PE;NORDESTE
2515;2610806;PEDRA;Pedra;PE;NORDESTE
2517;2610905;PESQUEIRA;Pesqueira;PE;NORDESTE
2519;2611002;PETROLÂNDIA;Petrolândia;PE;NORDESTE
2521;2611101;PETROLINA;Petrolina;PE;NORDESTE
2523;2611200;POÇÃO;Poção;PE;NORDESTE
2525;2611309;POMBOS;Pombos;PE;NORDESTE
2527;2611408;PRIMAVERA;Primavera;PE;NORDESTE
2529;2611507;QUIPAPÁ;Quipapá;PE;NORDESTE
2531;2611606;RECIFE;Recife;PE;NORDESTE
2533;2611705;RIACHO DAS ALMAS;Riacho das Almas;PE;NORDESTE
2535;2611804;RIBEIRÃO;Ribeirão;PE;NORDESTE
2537;2611903;RIO FORMOSO;Rio Formoso;PE;NORDESTE
2539;2612000;SAIRÉ;Sairé;PE;NORDESTE
2541;2612109;SALGADINHO;Salgadinho;PE;NORDESTE
2543;2612208;SALGUEIRO;Salgueiro;PE;NORDESTE
2545;2612307;SALOÁ;Saloá;PE;NORDESTE
2547;2612406;SANHARÓ;Sanharó;PE;NORDESTE
2549;2612505;SANTA CRUZ DO CAPIBARIBE;Santa Cruz do Capibaribe;PE;NORDESTE
2551;2612604;SANTA MARIA DA BOA VISTA;Santa Maria da Boa Vista;PE;NORDESTE
2553;2612703;SANTA MARIA DO CAMBUCÁ;Santa Maria do Cambucá;PE;NORDESTE
2555;2612802;SANTA TEREZINHA;Santa Terezinha;PE;NORDESTE
2557;2612901;SÃO BENEDITO DO SUL;São Benedito do Sul;PE;NORDESTE
2559;2613008;SÃO BENTO DO UNA;São Bento do Una;PE;NORDESTE
2561;2613107;SÃO CAITANO;São Caitano;PE;NORDESTE
2563;2613206;SÃO JOÃO;São João;PE;NORDESTE
2565;2613305;SÃO JOAQUIM DO MONTE;São Joaquim do Monte;PE;NORDESTE
2567;2613404;SÃO JOSÉ DA COROA GRANDE;São José da Coroa Grande;PE;NORDESTE
2569;2613503;SÃO JOSÉ DO BELMONTE;São José do Belmonte;PE;NORDESTE
2571;2613602;SÃO JOSÉ DO EGITO;São José do Egito;PE;NORDESTE
2573;2613701;SÃO LOURENÇO DA MATA;São Lourenço da Mata;PE;NORDESTE
2575;2613800;SÃO VICENTE FERRER;São Vicente Férrer;PE;NORDESTE
2577;2613909;SERRA TALHADA;Serra Talhada;PE;NORDESTE
2579;2614006;SERRITA;Serrita;PE;NORDESTE
2581;2614105;SERTÂNIA;Sertânia;PE;NORDESTE
2583;2614204;SIRINHAÉM;Sirinhaém;PE;NORDESTE
2585;2614303;MOREILÂNDIA;Moreilândia;PE;NORDESTE
2587;2614402;SOLIDÃO;Solidão;PE;NORDESTE
2589;2614501;SURUBIM;Surubim;PE;NORDESTE
2591;2614600;TABIRA;Tabira;PE;NORDESTE
2593;2614709;TACAIMBÓ;Tacaimbó;PE;NORDESTE
2595;2614808;TACARATU;Tacaratu;PE;NORDESTE
2597;2607653;ITAMBÉ;Itambé;PE;NORDESTE
2599;2615003;TAQUARITINGA DO NORTE;Taquaritinga do Norte;PE;NORDESTE
2601;2615102;TEREZINHA;Terezinha;PE;NORDESTE
2603;2615201;TERRA NOVA;Terra Nova;PE;NORDESTE
2605;2615300;TIMBAÚBA;Timbaúba;PE;NORDESTE
2607;2615409;TORITAMA;Toritama;PE;NORDESTE
2609;2615508;TRACUNHAÉM;Tracunhaém;PE;NORDESTE
2611;2615607;TRINDADE;Trindade;PE;NORDESTE
2613;2615706;TRIUNFO;Triunfo;PE;NORDESTE
2615;2615805;TUPANATINGA;Tupanatinga;PE;NORDESTE
2617;2615904;TUPARETAMA;Tuparetama;PE;NORDESTE
2619;2616001;VENTUROSA;Venturosa;PE;NORDESTE
2621;2616100;VERDEJANTE;Verdejante;PE;NORDESTE
2623;2616209;VERTENTES;Vertentes;PE;NORDESTE
2625;2616308;VICÊNCIA;Vicência;PE;NORDESTE
2627;2616407;VITÓRIA DE SANTO ANTÃO;Vitória de Santo Antão;PE;NORDESTE
2629;2603454;CAMARAGIBE;Camaragibe;PE;NORDESTE
2631;2600054;ABREU E LIMA;Abreu e Lima;PE;NORDESTE
2633;2607752;ITAPISSUMA;Itapissuma;PE;NORDESTE
2635;2603926;CARNAUBEIRA DA PENHA;Carnaubeira da Penha;PE;NORDESTE
2637;2611533;QUIXABA;Quixaba;PE;NORDESTE
2639;2612471;SANTA CRUZ DA BAIXA VERDE;Santa Cruz da Baixa Verde;PE;NORDESTE
3001;2605459;FERNANDO DE NORONHA;Fernando de Noronha;PE;NORDESTE
266;2200053;ACAUÃ;Acauã;PI;NORDESTE
268;2200459;ALVORADA DO GURGUÉIA;Alvorada do Gurguéia;PI;NORDESTE
270;2201051;ASSUNÇÃO DO PIAUÍ;Assunção do Piauí;PI;NORDESTE
272;2201176;BARRA D'ALCÂNTARA;Barra D'Alcântara;PI;NORDESTE
274;2201556;BELA VISTA DO PIAUÍ;Bela Vista do Piauí;PI;NORDESTE
276;2201572;BELÉM DO PIAUÍ;Belém do Piauí;PI;NORDESTE
278;2201739;BETÂNIA DO PIAUÍ;Betânia do Piauí;PI;NORDESTE
280;2201770;BOA HORA;Boa Hora;PI;NORDESTE
282;2201945;BOQUEIRÃO DO PIAUÍ;Boqueirão do Piauí;PI;NORDESTE
284;2201988;BREJO DO PIAUÍ;Brejo do Piauí;PI;NORDESTE
286;2202075;CAJAZEIRAS DO PIAUÍ;Cajazeiras do Piauí;PI;NORDESTE
288;2202083;CAJUEIRO DA PRAIA;Cajueiro da Praia;PI;NORDESTE
290;2202117;CAMPO ALEGRE DO FIDALGO;Campo Alegre do Fidalgo;PI;NORDESTE
292;2202133;CAMPO GRANDE DO PIAUÍ;Campo Grande do Piauí;PI;NORDESTE
294;2202174;CAMPO LARGO DO PIAUÍ;Campo Largo do Piauí;PI;NORDESTE
296;2202455;CAPITÃO GERVÁSIO OLIVEIRA;Capitão Gervásio Oliveira;PI;NORDESTE
298;2202539;CARAÚBAS DO PIAUÍ;Caraúbas do Piauí;PI;NORDESTE
300;2202554;CARIDADE DO PIAUÍ;Caridade do Piauí;PI;NORDESTE
302;2202653;CAXINGÓ;Caxingó;PI;NORDESTE
304;2202711;COCAL DE TELHA;Cocal de Telha;PI;NORDESTE
306;2202729;COCAL DOS ALVES;Cocal dos Alves;PI;NORDESTE
308;2203230;CURRAIS;Currais;PI;NORDESTE
310;2203255;CURRALINHOS;Curralinhos;PI;NORDESTE
312;2203271;CURRAL NOVO DO PIAUÍ;Curral Novo do Piauí;PI;NORDESTE
314;2203859;FLORESTA DO PIAUÍ;Floresta do Piauí;PI;NORDESTE
316;2204154;FRANCISCO MACEDO;Francisco Macedo;PI;NORDESTE
318;2204352;GEMINIANO;Geminiano;PI;NORDESTE
320;2204550;GUARIBAS;Guaribas;PI;NORDESTE
322;2204659;ILHA GRANDE;Ilha Grande;PI;NORDESTE
324;2205276;JATOBÁ DO PIAUÍ;Jatobá do Piauí;PI;NORDESTE
326;2205359;JOÃO COSTA;João Costa;PI;NORDESTE
328;2205458;JOCA MARQUES;Joca Marques;PI;NORDESTE
330;2205516;JUAZEIRO DO PIAUÍ;Juazeiro do Piauí;PI;NORDESTE
332;2205524;JÚLIO BORGES;Júlio Borges;PI;NORDESTE
334;2205532;JUREMA;Jurema;PI;NORDESTE
336;2205540;LAGOINHA DO PIAUÍ;Lagoinha do Piauí;PI;NORDESTE
338;2205573;LAGOA DE SÃO FRANCISCO;Lagoa de São Francisco;PI;NORDESTE
340;2205581;LAGOA DO PIAUÍ;Lagoa do Piauí;PI;NORDESTE
342;2205599;LAGOA DO SÍTIO;Lagoa do Sítio;PI;NORDESTE
344;2205854;MADEIRO;Madeiro;PI;NORDESTE
346;2206050;MASSAPÊ DO PIAUÍ;Massapê do Piauí;PI;NORDESTE
348;2206357;MILTON BRANDÃO;Milton Brandão;PI;NORDESTE
350;2206654;MORRO CABEÇA NO TEMPO;Morro Cabeça no Tempo;PI;NORDESTE
352;2206670;MORRO DO CHAPÉU DO PIAUÍ;Morro do Chapéu do Piauí;PI;NORDESTE
354;2206696;MURICI DOS PORTELAS;Murici dos Portelas;PI;NORDESTE
356;2206753;NOSSA SENHORA DE NAZARÉ;Nossa Senhora de Nazaré;PI;NORDESTE
358;2206951;NOVO SANTO ANTÔNIO;Novo Santo Antônio;PI;NORDESTE
360;2207108;OLHO D'ÁGUA DO PIAUÍ;Olho D'Água do Piauí;PI;NORDESTE
362;2207355;PAJEÚ DO PIAUÍ;Pajeú do Piauí;PI;NORDESTE
364;2207553;PAQUETÁ;Paquetá;PI;NORDESTE
366;2207850;PAVUSSU;Pavussu;PI;NORDESTE
368;2207934;PEDRO LAURENTINO;Pedro Laurentino;PI;NORDESTE
370;2207959;NOVA SANTA RITA;Nova Santa Rita;PI;NORDESTE
372;2208551;PORTO ALEGRE DO PIAUÍ;Porto Alegre do Piauí;PI;NORDESTE
374;2208858;RIACHO FRIO;Riacho Frio;PI;NORDESTE
376;2208874;RIBEIRA DO PIAUÍ;Ribeira do Piauí;PI;NORDESTE
378;2209450;SANTO ANTÔNIO DOS MILAGRES;Santo Antônio dos Milagres;PI;NORDESTE
380;2209658;SÃO FRANCISCO DE ASSIS DO PIAUÍ;São Francisco de Assis do Piauí;PI;NORDESTE
382;2209757;SÃO GONÇALO DO GURGUÉIA;São Gonçalo do Gurguéia;PI;NORDESTE
384;2209872;SÃO JOÃO DA FRONTEIRA;São João da Fronteira;PI;NORDESTE
386;2209955;SÃO JOÃO DA VARJOTA;São João da Varjota;PI;NORDESTE
388;2209971;SÃO JOÃO DO ARRAIAL;São João do Arraial;PI;NORDESTE
390;2210375;SÃO LUIS DO PIAUÍ;São Luis do Piauí;PI;NORDESTE
392;2210383;SÃO MIGUEL DA BAIXA GRANDE;São Miguel da Baixa Grande;PI;NORDESTE
394;2210391;SÃO MIGUEL DO FIDALGO;São Miguel do Fidalgo;PI;NORDESTE
396;2210623;SEBASTIÃO BARROS;Sebastião Barros;PI;NORDESTE
398;2210631;SEBASTIÃO LEAL;Sebastião Leal;PI;NORDESTE
400;2210938;SUSSUAPARA;Sussuapara;PI;NORDESTE
402;2210953;TAMBORIL DO PIAUÍ;Tamboril do Piauí;PI;NORDESTE
404;2210979;TANQUE DO PIAUÍ;Tanque do Piauí;PI;NORDESTE
406;2211506;VERA MENDES;Vera Mendes;PI;NORDESTE
408;2211605;VILA NOVA DO PIAUÍ;Vila Nova do Piauí;PI;NORDESTE
410;2211704;WALL FERRAZ;Wall Ferraz;PI;NORDESTE
995;2202737;COIVARAS;Coivaras;PI;NORDESTE
997;2205250;JARDIM DO MULATO;Jardim do Mulato;PI;NORDESTE
999;2205557;LAGOA ALEGRE;Lagoa Alegre;PI;NORDESTE
1001;2200103;AGRICOLÂNDIA;Agricolândia;PI;NORDESTE
1003;2200202;ÁGUA BRANCA;Água Branca;PI;NORDESTE
1005;2200301;ALTO LONGÁ;Alto Longá;PI;NORDESTE
1007;2200400;ALTOS;Altos;PI;NORDESTE
1009;2200509;AMARANTE;Amarante;PI;NORDESTE
1011;2200608;ANGICAL DO PIAUÍ;Angical do Piauí;PI;NORDESTE
1013;2200707;ANÍSIO DE ABREU;Anísio de Abreu;PI;NORDESTE
1015;2200806;ANTÔNIO ALMEIDA;Antônio Almeida;PI;NORDESTE
1017;2200905;AROAZES;Aroazes;PI;NORDESTE
1019;2201002;ARRAIAL;Arraial;PI;NORDESTE
1021;2201101;AVELINO LOPES;Avelino Lopes;PI;NORDESTE
1023;2201200;BARRAS;Barras;PI;NORDESTE
1025;2201309;BARREIRAS DO PIAUÍ;Barreiras do Piauí;PI;NORDESTE
1027;2201408;BARRO DURO;Barro Duro;PI;NORDESTE
1029;2201507;BATALHA;Batalha;PI;NORDESTE
1031;2201606;BENEDITINOS;Beneditinos;PI;NORDESTE
1033;2201705;BERTOLÍNIA;Bertolínia;PI;NORDESTE
1035;2201804;BOCAINA;Bocaina;PI;NORDESTE
1037;2201903;BOM JESUS;Bom Jesus;PI;NORDESTE
1039;2202000;BURITI DOS LOPES;Buriti dos Lopes;PI;NORDESTE
1041;2202109;CAMPINAS DO PIAUÍ;Campinas do Piauí;PI;NORDESTE
1043;2202208;CAMPO MAIOR;Campo Maior;PI;NORDESTE
1045;2202307;CANTO DO BURITI;Canto do Buriti;PI;NORDESTE
1047;2202406;CAPITÃO DE CAMPOS;Capitão de Campos;PI;NORDESTE
1049;2202505;CARACOL;Caracol;PI;NORDESTE
1051;2202604;CASTELO DO PIAUÍ;Castelo do Piauí;PI;NORDESTE
1053;2202703;COCAL;Cocal;PI;NORDESTE
1055;2202802;CONCEIÇÃO DO CANINDÉ;Conceição do Canindé;PI;NORDESTE
1057;2202901;CORRENTE;Corrente;PI;NORDESTE
1059;2203008;CRISTALÂNDIA DO PIAUÍ;Cristalândia do Piauí;PI;NORDESTE
1061;2203107;CRISTINO CASTRO;Cristino Castro;PI;NORDESTE
1063;2203206;CURIMATÁ;Curimatá;PI;NORDESTE
1065;2203305;DEMERVAL LOBÃO;Demerval Lobão;PI;NORDESTE
1067;2203404;DOM EXPEDITO LOPES;Dom Expedito Lopes;PI;NORDESTE
1069;2203503;ELESBÃO VELOSO;Elesbão Veloso;PI;NORDESTE
1071;2203602;ELISEU MARTINS;Eliseu Martins;PI;NORDESTE
1073;2203701;ESPERANTINA;Esperantina;PI;NORDESTE
1075;2203800;FLORES DO PIAUÍ;Flores do Piauí;PI;NORDESTE
1077;2203909;FLORIANO;Floriano;PI;NORDESTE
1079;2204006;FRANCINÓPOLIS;Francinópolis;PI;NORDESTE
1081;2204105;FRANCISCO AYRES;Francisco Ayres;PI;NORDESTE
1083;2204204;FRANCISCO SANTOS;Francisco Santos;PI;NORDESTE
1085;2204303;FRONTEIRAS;Fronteiras;PI;NORDESTE
1087;2204402;GILBUÉS;Gilbués;PI;NORDESTE
1089;2204501;GUADALUPE;Guadalupe;PI;NORDESTE
1091;2204600;HUGO NAPOLEÃO;Hugo Napoleão;PI;NORDESTE
1093;2204709;INHUMA;Inhuma;PI;NORDESTE
1095;2204808;IPIRANGA DO PIAUÍ;Ipiranga do Piauí;PI;NORDESTE
1097;2204907;ISAÍAS COELHO;Isaías Coelho;PI;NORDESTE
1099;2205003;ITAINÓPOLIS;Itainópolis;PI;NORDESTE
1101;2205102;ITAUEIRA;Itaueira;PI;NORDESTE
1103;2205201;JAICÓS;Jaicós;PI;NORDESTE
1104;2207793;PAU D'ARCO DO PIAUÍ;Pau D'Arco do Piauí;PI;NORDESTE
1105;2205300;JERUMENHA;Jerumenha;PI;NORDESTE
1107;2205409;JOAQUIM PIRES;Joaquim Pires;PI;NORDESTE
1109;2205508;JOSÉ DE FREITAS;José de Freitas;PI;NORDESTE
1111;2205607;LANDRI SALES;Landri Sales;PI;NORDESTE
1113;2205706;LUÍS CORREIA;Luís Correia;PI;NORDESTE
1115;2205805;LUZILÂNDIA;Luzilândia;PI;NORDESTE
1117;2205904;MANOEL EMÍDIO;Manoel Emídio;PI;NORDESTE
1119;2206001;MARCOS PARENTE;Marcos Parente;PI;NORDESTE
1121;2206100;MATIAS OLÍMPIO;Matias Olímpio;PI;NORDESTE
1123;2206209;MIGUEL ALVES;Miguel Alves;PI;NORDESTE
1125;2206308;MIGUEL LEÃO;Miguel Leão;PI;NORDESTE
1127;2206407;MONSENHOR GIL;Monsenhor Gil;PI;NORDESTE
1129;2206506;MONSENHOR HIPÓLITO;Monsenhor Hipólito;PI;NORDESTE
1131;2206605;MONTE ALEGRE DO PIAUÍ;Monte Alegre do Piauí;PI;NORDESTE
1133;2206704;NAZARÉ DO PIAUÍ;Nazaré do Piauí;PI;NORDESTE
1135;2206803;NOSSA SENHORA DOS REMÉDIOS;Nossa Senhora dos Remédios;PI;NORDESTE
1137;2206902;NOVO ORIENTE DO PIAUÍ;Novo Oriente do Piauí;PI;NORDESTE
1139;2207009;OEIRAS;Oeiras;PI;NORDESTE
1141;2203420;DOMINGOS MOURÃO;Domingos Mourão;PI;NORDESTE
1143;2207207;PADRE MARCOS;Padre Marcos;PI;NORDESTE
1145;2207306;PAES LANDIM;Paes Landim;PI;NORDESTE
1147;2207405;PALMEIRA DO PIAUÍ;Palmeira do Piauí;PI;NORDESTE
1149;2207504;PALMEIRAIS;Palmeirais;PI;NORDESTE
1151;2207603;PARNAGUÁ;Parnaguá;PI;NORDESTE
1153;2207702;PARNAÍBA;Parnaíba;PI;NORDESTE
1155;2207801;PAULISTANA;Paulistana;PI;NORDESTE
1157;2207900;PEDRO II;Pedro II;PI;NORDESTE
1159;2208007;PICOS;Picos;PI;NORDESTE
1161;2208106;PIMENTEIRAS;Pimenteiras;PI;NORDESTE
1163;2208205;PIO IX;Pio IX;PI;NORDESTE
1165;2208304;PIRACURUCA;Piracuruca;PI;NORDESTE
1167;2208403;PIRIPIRI;Piripiri;PI;NORDESTE
1169;2208502;PORTO;Porto;PI;NORDESTE
1171;2208601;PRATA DO PIAUÍ;Prata do Piauí;PI;NORDESTE
1173;2208700;REDENÇÃO DO GURGUÉIA;Redenção do Gurguéia;PI;NORDESTE
1175;2208809;REGENERAÇÃO;Regeneração;PI;NORDESTE
1177;2208908;RIBEIRO GONÇALVES;Ribeiro Gonçalves;PI;NORDESTE
1179;2209005;RIO GRANDE DO PIAUÍ;Rio Grande do Piauí;PI;NORDESTE
1181;2209104;SANTA CRUZ DO PIAUÍ;Santa Cruz do Piauí;PI;NORDESTE
1183;2209203;SANTA FILOMENA;Santa Filomena;PI;NORDESTE
1185;2209302;SANTA LUZ;Santa Luz;PI;NORDESTE
1187;2209401;SANTO ANTÔNIO DE LISBOA;Santo Antônio de Lisboa;PI;NORDESTE
1188;2200954;AROEIRAS DO ITAIM;Aroeiras do Itaim;PI;NORDESTE
1189;2209500;SANTO INÁCIO DO PIAUÍ;Santo Inácio do Piauí;PI;NORDESTE
1191;2209609;SÃO FÉLIX DO PIAUÍ;São Félix do Piauí;PI;NORDESTE
1193;2209708;SÃO FRANCISCO DO PIAUÍ;São Francisco do Piauí;PI;NORDESTE
1195;2209807;SÃO GONÇALO DO PIAUÍ;São Gonçalo do Piauí;PI;NORDESTE
1197;2209906;SÃO JOÃO DA SERRA;São João da Serra;PI;NORDESTE
1199;2210003;SÃO JOÃO DO PIAUÍ;São João do Piauí;PI;NORDESTE
1201;2210102;SÃO JOSÉ DO PEIXE;São José do Peixe;PI;NORDESTE
1203;2210201;SÃO JOSÉ DO PIAUÍ;São José do Piauí;PI;NORDESTE
1205;2210300;SÃO JULIÃO;São Julião;PI;NORDESTE
1207;2210409;SÃO MIGUEL DO TAPUIO;São Miguel do Tapuio;PI;NORDESTE
1209;2210508;SÃO PEDRO DO PIAUÍ;São Pedro do Piauí;PI;NORDESTE
1211;2210607;SÃO RAIMUNDO NONATO;São Raimundo Nonato;PI;NORDESTE
1213;2210706;SIMÕES;Simões;PI;NORDESTE
1215;2210805;SIMPLÍCIO MENDES;Simplício Mendes;PI;NORDESTE
1217;2210904;SOCORRO DO PIAUÍ;Socorro do Piauí;PI;NORDESTE
1219;2211001;TERESINA;Teresina;PI;NORDESTE
1221;2211100;UNIÃO;União;PI;NORDESTE
1223;2211209;URUÇUÍ;Uruçuí;PI;NORDESTE
1225;2211308;VALENÇA DO PIAUÍ;Valença do Piauí;PI;NORDESTE
1227;2211407;VÁRZEA GRANDE;Várzea Grande;PI;NORDESTE
1229;2203354;DIRCEU ARCOVERDE;Dirceu Arcoverde;PI;NORDESTE
1289;2203453;DOM INOCÊNCIO;Dom Inocêncio;PI;NORDESTE
1291;2209856;SÃO JOÃO DA CANABRAVA;São João da Canabrava;PI;NORDESTE
1293;2207751;PASSAGEM FRANCA DO PIAUÍ;Passagem Franca do Piauí;PI;NORDESTE
1295;2209153;SANTA CRUZ DOS MILAGRES;Santa Cruz dos Milagres;PI;NORDESTE
1297;2202026;BURITI DOS MONTES;Buriti dos Montes;PI;NORDESTE
1299;2202059;CABECEIRAS DO PIAUÍ;Cabeceiras do Piauí;PI;NORDESTE
1379;2210656;SIGEFREDO PACHECO;Sigefredo Pacheco;PI;NORDESTE
2245;2201150;BAIXA GRANDE DO RIBEIRO;Baixa Grande do Ribeiro;PI;NORDESTE
2247;2202251;CANAVIEIRA;Canavieira;PI;NORDESTE
2249;2202752;COLÔNIA DO GURGUÉIA;Colônia do Gurguéia;PI;NORDESTE
2251;2201929;BONFIM DO PIAUÍ;Bonfim do Piauí;PI;NORDESTE
2253;2202778;COLÔNIA DO PIAUÍ;Colônia do Piauí;PI;NORDESTE
2255;2202851;CORONEL JOSÉ DIAS;Coronel José Dias;PI;NORDESTE
2257;2203750;FARTURA DO PIAUÍ;Fartura do Piauí;PI;NORDESTE
2259;2205565;LAGOA DO BARRO DO PIAUÍ;Lagoa do Barro do Piauí;PI;NORDESTE
2261;2209377;SANTA ROSA DO PIAUÍ;Santa Rosa do Piauí;PI;NORDESTE
2263;2209559;SÃO BRAZ DO PIAUÍ;São Braz do Piauí;PI;NORDESTE
2265;2210359;SÃO LOURENÇO DO PIAUÍ;São Lourenço do Piauí;PI;NORDESTE
2267;2211357;VÁRZEA BRANCA;Várzea Branca;PI;NORDESTE
2269;2200277;ALEGRETE DO PIAUÍ;Alegrete do Piauí;PI;NORDESTE
2271;2202091;CALDEIRÃO GRANDE DO PIAUÍ;Caldeirão Grande do Piauí;PI;NORDESTE
2273;2205151;JACOBINA DO PIAUÍ;Jacobina do Piauí;PI;NORDESTE
2275;2205953;MARCOLÂNDIA;Marcolândia;PI;NORDESTE
2277;2207777;PATOS DO PIAUÍ;Patos do Piauí;PI;NORDESTE
2279;2208650;QUEIMADA NOVA;Queimada Nova;PI;NORDESTE
2281;2209351;SANTANA DO PIAUÍ;Santana do Piauí;PI;NORDESTE
2283;2201960;BRASILEIRA;Brasileira;PI;NORDESTE
2285;2210052;SÃO JOSÉ DO DIVINO;São José do Divino;PI;NORDESTE
2287;2201919;BOM PRINCÍPIO DO PIAUÍ;Bom Princípio do Piauí;PI;NORDESTE
1180;2206720;NAZÁRIA;Nazária;PI;NORDESTE
9767;2200251;ALAGOINHA DO PIAUÍ;Alagoinha do Piauí;PI;NORDESTE
830;4101655;ARAPUÃ;Arapuã;PR;SUL
832;4101853;ARIRANHA DO IVAÍ;Ariranha do Ivaí;PR;SUL
834;4102752;Bela Vista da Caroba;Bela Vista da Caroba;PR;SUL
836;4103040;BOA VENTURA DE SÃO ROQUE;Boa Ventura de São Roque;PR;SUL
838;4103156;BOM JESUS DO SUL;Bom Jesus do Sul;PR;SUL
840;4103958;CAMPINA DO SIMÃO;Campina do Simão;PR;SUL
842;4104253;CAMPO MAGRO;Campo Magro;PR;SUL
844;4104659;CARAMBEÍ;Carambeí;PR;SUL
846;4106456;CORONEL DOMINGOS SOARES;Coronel Domingos Soares;PR;SUL
848;4106852;CRUZMALTINA;Cruzmaltina;PR;SUL
850;4107520;ESPERANÇA NOVA;Esperança Nova;PR;SUL
852;4107546;ESPIGÃO ALTO DO IGUAÇU;Espigão Alto do Iguaçu;PR;SUL
854;4107736;FERNANDES PINHEIRO;Fernandes Pinheiro;PR;SUL
856;4108452;FOZ DO JORDÃO;Foz do Jordão;PR;SUL
858;4108650;GOIOXIM;Goioxim;PR;SUL
860;4108957;GUAMIRANGA;Guamiranga;PR;SUL
862;4110078;IMBAÚ;Imbaú;PR;SUL
864;4114351;MANFRINÓPOLIS;Manfrinópolis;PR;SUL
866;4115457;MARQUINHO;Marquinho;PR;SUL
868;4118857;PEROBAL;Perobal;PR;SUL
870;4119954;PONTAL DO PARANÁ;Pontal do Paraná;PR;SUL
872;4120150;PORTO BARREIRO;Porto Barreiro;PR;SUL
874;4120333;PRADO FERREIRA;Prado Ferreira;PR;SUL
876;4120655;QUARTO CENTENÁRIO;Quarto Centenário;PR;SUL
878;4121752;RESERVA DO IGUAÇU;Reserva do Iguaçu;PR;SUL
880;4122172;RIO BRANCO DO IVAÍ;Rio Branco do Ivaí;PR;SUL
882;4126355;SERRANÓPOLIS DO IGUAÇU;Serranópolis do Iguaçu;PR;SUL
884;4126678;TAMARANA;Tamarana;PR;SUL
5449;4128633;DOUTOR ULYSSES;Doutor Ulysses;PR;SUL
5451;4111258;ITAPERUÇU;Itaperuçu;PR;SUL
5453;4119152;PINHAIS;Pinhais;PR;SUL
5455;4127882;TUNAS DO PARANÁ;Tunas do Paraná;PR;SUL
5457;4117214;NOVA SANTA BÁRBARA;Nova Santa Bárbara;PR;SUL
5459;4115754;MAUÁ DA SERRA;Mauá da Serra;PR;SUL
5461;4119657;PITANGUEIRAS;Pitangueiras;PR;SUL
5463;4101051;ANAHY;Anahy;PR;SUL
5465;4107124;DIAMANTE DO SUL;Diamante do Sul;PR;SUL
5467;4110052;IGUATU;Iguatu;PR;SUL
5469;4123824;SANTA LÚCIA;Santa Lúcia;PR;SUL
5471;4103024;BOA ESPERANÇA DO IGUAÇU;Boa Esperança do Iguaçu;PR;SUL
5473;4106571;CRUZEIRO DO IGUAÇU;Cruzeiro do Iguaçu;PR;SUL
5475;4107850;FLOR DA SERRA DO SUL;Flor da Serra do Sul;PR;SUL
5477;4116950;NOVA ESPERANÇA DO SUDOESTE;Nova Esperança do Sudoeste;PR;SUL
5479;4117057;NOVA LARANJEIRAS;Nova Laranjeiras;PR;SUL
5481;4122156;RIO BONITO DO IGUAÇU;Rio Bonito do Iguaçu;PR;SUL
5483;4128658;VIRMOND;Virmond;PR;SUL
5485;4110656;IRACEMA DO OESTE;Iracema do Oeste;PR;SUL
5487;4115358;MARIPÁ;Maripá;PR;SUL
5489;4125753;SÃO PEDRO DO IGUAÇU;São Pedro do Iguaçu;PR;SUL
5491;4103479;CAFEZAL DO SUL;Cafezal do Sul;PR;SUL
5493;4126272;SAUDADE DO IGUAÇU;Saudade do Iguaçu;PR;SUL
5495;4119251;Pinhal de São Bento;Pinhal de São Bento;PR;SUL
5497;4128534;VENTANIA;Ventania;PR;SUL
5499;4104428;CANDÓI;Candói;PR;SUL
5501;4113254;LARANJAL;Laranjal;PR;SUL
5503;4115739;MATO RICO;Mato Rico;PR;SUL
