CÓDIGO DO MUNICÍPIO - TOM;CÓDIGO DO MUNICÍPIO - IBGE;MUNICÍPIO - TOM;MUNICÍPIO - IBGE;UF;REGIAO
451;1502608;COLARES;Colares;PA;NORTE
453;1502707;CONCEIÇÃO DO ARAGUAIA;Conceição do Araguaia;PA;NORTE
455;1502806;CURRALINHO;Curralinho;PA;NORTE
457;1502905;CURUÇÁ;Curuçá;PA;NORTE
459;1503002;FARO;Faro;PA;NORTE
461;1503101;GURUPÁ;Gurupá;PA;NORTE
463;1503200;IGARAPÉ-AÇU;Igarapé-Açu;PA;NORTE
465;1503309;IGARAPÉ-MIRI;Igarapé-Miri;PA;NORTE
467;1503408;INHANGAPI;Inhangapi;PA;NORTE
469;1503507;IRITUIA;Irituia;PA;NORTE
471;1503606;ITAITUBA;Itaituba;PA;NORTE
473;1503705;ITUPIRANGA;Itupiranga;PA;NORTE
475;1503804;JACUNDÁ;Jacundá;PA;NORTE
477;1503903;JURUTI;Juruti;PA;NORTE
479;1504000;LIMOEIRO DO AJURU;Limoeiro do Ajuru;PA;NORTE
481;1504109;MAGALHÃES BARATA;Magalhães Barata;PA;NORTE
483;1504208;MARABÁ;Marabá;PA;NORTE
485;1504307;MARACANÃ;Maracanã;PA;NORTE
487;1504406;MARAPANIM;Marapanim;PA;NORTE
489;1504505;MELGAÇO;Melgaço;PA;NORTE
491;1504604;MOCAJUBA;Mocajuba;PA;NORTE
493;1504703;MOJU;Moju;PA;NORTE
495;1504802;MONTE ALEGRE;Monte Alegre;PA;NORTE
497;1504901;MUANÁ;Muaná;PA;NORTE
499;1505007;NOVA TIMBOTEUA;Nova Timboteua;PA;NORTE
501;1505106;ÓBIDOS;Óbidos;PA;NORTE
503;1505205;OEIRAS DO PARÁ;Oeiras do Pará;PA;NORTE
505;1505304;ORIXIMINÁ;Oriximiná;PA;NORTE
507;1505403;OURÉM;Ourém;PA;NORTE
509;1505502;PARAGOMINAS;Paragominas;PA;NORTE
511;1505601;PEIXE-BOI;Peixe-Boi;PA;NORTE
513;1505700;PONTA DE PEDRAS;Ponta de Pedras;PA;NORTE
515;1505809;PORTEL;Portel;PA;NORTE
517;1505908;PORTO DE MOZ;Porto de Moz;PA;NORTE
519;1506005;PRAINHA;Prainha;PA;NORTE
521;1506104;PRIMAVERA;Primavera;PA;NORTE
523;1506203;SALINÓPOLIS;Salinópolis;PA;NORTE
525;1506302;SALVATERRA;Salvaterra;PA;NORTE
527;1506401;SANTA CRUZ DO ARARI;Santa Cruz do Arari;PA;NORTE
529;1506500;SANTA ISABEL DO PARÁ;Santa Izabel do Pará;PA;NORTE
531;1506609;SANTA MARIA DO PARÁ;Santa Maria do Pará;PA;NORTE
533;1506708;SANTANA DO ARAGUAIA;Santana do Araguaia;PA;NORTE
535;1506807;SANTARÉM;Santarém;PA;NORTE
537;1506906;SANTARÉM NOVO;Santarém Novo;PA;NORTE
539;1507003;SANTO ANTÔNIO DO TAUÁ;Santo Antônio do Tauá;PA;NORTE
541;1507102;SÃO CAETANO DE ODIVELAS;São Caetano de Odivelas;PA;NORTE
543;1507201;SÃO DOMINGOS DO CAPIM;São Domingos do Capim;PA;NORTE
545;1507300;SÃO FÉLIX DO XINGU;São Félix do Xingu;PA;NORTE
547;1507409;SÃO FRANCISCO DO PARÁ;São Francisco do Pará;PA;NORTE
549;1507508;SÃO JOÃO DO ARAGUAIA;São João do Araguaia;PA;NORTE
551;1507607;SÃO MIGUEL DO GUAMÁ;São Miguel do Guamá;PA;NORTE
553;1507706;SÃO SEBASTIÃO DA BOA VISTA;São Sebastião da Boa Vista;PA;NORTE
555;1507805;SENADOR JOSÉ PORFÍRIO;Senador José Porfírio;PA;NORTE
557;1507904;SOURE;Soure;PA;NORTE
559;1508001;TOMÉ-AÇU;Tomé-Açu;PA;NORTE
561;1508100;TUCURUÍ;Tucuruí;PA;NORTE
563;1508209;VIGIA;Vigia;PA;NORTE
565;1508308;VISEU;Viseu;PA;NORTE
567;1506138;REDENÇÃO;Redenção;PA;NORTE
569;1506161;RIO MARIA;Rio Maria;PA;NORTE
571;1508407;XINGUARA;Xinguara;PA;NORTE
573;1506187;RONDON DO PARÁ;Rondon do Pará;PA;NORTE
575;1501576;BOM JESUS DO TOCANTINS;Bom Jesus do Tocantins;PA;NORTE
577;1501758;BREJO GRANDE DO ARAGUAIA;Brejo Grande do Araguaia;PA;NORTE
579;1502756;CONCÓRDIA DO PARÁ;Concórdia do Pará;PA;NORTE
581;1502772;CURIONÓPOLIS;Curionópolis;PA;NORTE
583;1502939;DOM ELISEU;Dom Eliseu;PA;NORTE
585;1503077;GARRAFÃO DO NORTE;Garrafão do Norte;PA;NORTE
587;1504059;MÃE DO RIO;Mãe do Rio;PA;NORTE
589;1504455;MEDICILÂNDIA;Medicilândia;PA;NORTE
591;1505437;OURILÂNDIA DO NORTE;Ourilândia do Norte;PA;NORTE
593;1505486;PACAJÁ;Pacajá;PA;NORTE
595;1505536;PARAUAPEBAS;Parauapebas;PA;NORTE
597;1506195;RURÓPOLIS;Rurópolis;PA;NORTE
599;1506583;SANTA MARIA DAS BARREIRAS;Santa Maria das Barreiras;PA;NORTE
619;1507458;SÃO GERALDO DO ARAGUAIA;São Geraldo do Araguaia;PA;NORTE
621;1503457;IPIXUNA DO PARÁ;Ipixuna do Pará;PA;NORTE
623;1508126;ULIANÓPOLIS;Ulianópolis;PA;NORTE
625;1501782;BREU BRANCO;Breu Branco;PA;NORTE
627;1503093;GOIANÉSIA DO PARÁ;Goianésia do Pará;PA;NORTE
629;1505064;NOVO REPARTIMENTO;Novo Repartimento;PA;NORTE
631;1503754;JACAREACANGA;Jacareacanga;PA;NORTE
633;1505031;NOVO PROGRESSO;Novo Progresso;PA;NORTE
635;1508050;TRAIRÃO;Trairão;PA;NORTE
637;1507979;TERRA SANTA;Terra Santa;PA;NORTE
639;1501725;BRASIL NOVO;Brasil Novo;PA;NORTE
641;1508357;VITÓRIA DO XINGU;Vitória do Xingu;PA;NORTE
1190;1504752;MOJUÍ DOS CAMPOS;Mojuí dos Campos;PA;NORTE
440;2500536;ALCANTIL;Alcantil;PB;NORDESTE
442;2500577;ALGODÃO DE JANDAÍRA;Algodão de Jandaíra;PB;NORDESTE
444;2500734;AMPARO;Amparo;PB;NORDESTE
446;2500775;APARECIDA;Aparecida;PB;NORDESTE
448;2501153;AREIA DE BARAÚNAS;Areia de Baraúnas;PB;NORDESTE
450;2501351;ASSUNÇÃO;Assunção;PB;NORDESTE
452;2501534;BARAÚNA;Baraúna;PB;NORDESTE
454;2501575;BARRA DE SANTANA;Barra de Santana;PB;NORDESTE
456;2502052;BERNARDINO BATISTA;Bernardino Batista;PB;NORDESTE
458;2502151;BOA VISTA;Boa Vista;PB;NORDESTE
460;2503555;CACIMBAS;Cacimbas;PB;NORDESTE
462;2503753;CAJAZEIRINHAS;Cajazeirinhas;PB;NORDESTE
464;2504033;CAPIM;Capim;PB;NORDESTE
466;2504074;CARAÚBAS;Caraúbas;PB;NORDESTE
468;2504157;CASSERENGUE;Casserengue;PB;NORDESTE
470;2504355;CATURITÉ;Caturité;PB;NORDESTE
472;2504850;COXIXOLA;Coxixola;PB;NORDESTE
474;2505238;CUITÉ DE MAMANGUAPE;Cuité de Mamanguape;PB;NORDESTE
476;2505279;CURRAL DE CIMA;Curral de Cima;PB;NORDESTE
478;2505352;DAMIÃO;Damião;PB;NORDESTE
480;2506251;GADO BRAVO;Gado Bravo;PB;NORDESTE
482;2508554;LOGRADOURO;Logradouro;PB;NORDESTE
484;2509057;MARCAÇÃO;Marcação;PB;NORDESTE
486;2509156;MARIZÓPOLIS;Marizópolis;PB;NORDESTE
488;2509339;MATINHAS;Matinhas;PB;NORDESTE
490;2509370;MATO GROSSO;Mato Grosso;PB;NORDESTE
492;2509396;MATURÉIA;Maturéia;PB;NORDESTE
494;2510659;PARARI;Parari;PB;NORDESTE
496;2512036;POÇO DANTAS;Poço Dantas;PB;NORDESTE
498;2512077;POÇO DE JOSÉ DE MOURA;Poço de José de Moura;PB;NORDESTE
500;2512721;PEDRO RÉGIS;Pedro Régis;PB;NORDESTE
502;2512747;RIACHÃO;Riachão;PB;NORDESTE
504;2512754;RIACHÃO DO BACAMARTE;Riachão do Bacamarte;PB;NORDESTE
506;2512762;RIACHÃO DO POÇO;Riachão do Poço;PB;NORDESTE
508;2512788;RIACHO DE SANTO ANTÔNIO;Riacho de Santo Antônio;PB;NORDESTE
510;2513158;SANTA CECÍLIA;Santa Cecília;PB;NORDESTE
512;2513356;SANTA INÊS;Santa Inês;PB;NORDESTE
514;2513653;JOCA CLAUDINO;Joca Claudino;PB;NORDESTE
516;2513851;SANTO ANDRÉ;Santo André;PB;NORDESTE
518;2513927;SÃO BENTINHO;São Bentinho;PB;NORDESTE
520;2513943;SÃO DOMINGOS DO CARIRI;São Domingos do Cariri;PB;NORDESTE
522;2513968;SÃO DOMINGOS;São Domingos;PB;NORDESTE
524;2513984;SÃO FRANCISCO;São Francisco;PB;NORDESTE
526;2514453;SÃO JOSÉ DOS RAMOS;São José dos Ramos;PB;NORDESTE
528;2514552;SÃO JOSÉ DE PRINCESA;São José de Princesa;PB;NORDESTE
530;2514651;SÃO JOSÉ DO BREJO DO CRUZ;São José do Brejo do Cruz;PB;NORDESTE
532;2515930;SERTÃOZINHO;Sertãozinho;PB;NORDESTE
534;2515971;SOBRADO;Sobrado;PB;NORDESTE
536;2516151;SOSSÊGO;Sossêgo;PB;NORDESTE
538;2516755;TENÓRIO;Tenório;PB;NORDESTE
540;2517209;VIEIRÓPOLIS;Vieirópolis;PB;NORDESTE
542;2517407;ZABELÊ;Zabelê;PB;NORDESTE
1901;2500106;ÁGUA BRANCA;Água Branca;PB;NORDESTE
1903;2500205;AGUIAR;Aguiar;PB;NORDESTE
1905;2500304;ALAGOA GRANDE;Alagoa Grande;PB;NORDESTE
1907;2500403;ALAGOA NOVA;Alagoa Nova;PB;NORDESTE
1909;2500502;ALAGOINHA;Alagoinha;PB;NORDESTE
1911;2500601;ALHANDRA;Alhandra;PB;NORDESTE
1913;2500700;SÃO JOÃO DO RIO DO PEIXE;São João do Rio do Peixe;PB;NORDESTE
1915;2500809;ARAÇAGI;Araçagi;PB;NORDESTE
1917;2500908;ARARA;Arara;PB;NORDESTE
1919;2501005;ARARUNA;Araruna;PB;NORDESTE
1921;2501104;AREIA;Areia;PB;NORDESTE
1923;2501203;AREIAL;Areial;PB;NORDESTE
1925;2501302;AROEIRAS;Aroeiras;PB;NORDESTE
1929;2501401;BAÍA DA TRAIÇÃO;Baía da Traição;PB;NORDESTE
1931;2501500;BANANEIRAS;Bananeiras;PB;NORDESTE
1933;2501609;BARRA DE SANTA ROSA;Barra de Santa Rosa;PB;NORDESTE
1935;2501708;BARRA DE SÃO MIGUEL;Barra de São Miguel;PB;NORDESTE
1937;2501807;BAYEUX;Bayeux;PB;NORDESTE
1939;2501906;BELÉM;Belém;PB;NORDESTE
1941;2502003;BELÉM DO BREJO DO CRUZ;Belém do Brejo do Cruz;PB;NORDESTE
1943;2502102;BOA VENTURA;Boa Ventura;PB;NORDESTE
1945;2502201;BOM JESUS;Bom Jesus;PB;NORDESTE
1947;2502300;BOM SUCESSO;Bom Sucesso;PB;NORDESTE
1949;2502409;BONITO DE SANTA FÉ;Bonito de Santa Fé;PB;NORDESTE
1951;2502508;BOQUEIRÃO;Boqueirão;PB;NORDESTE
1953;2502607;IGARACY;Igaracy;PB;NORDESTE
1955;2502706;BORBOREMA;Borborema;PB;NORDESTE
1957;2502805;BREJO DO CRUZ;Brejo do Cruz;PB;NORDESTE
1959;2502904;BREJO DOS SANTOS;Brejo dos Santos;PB;NORDESTE
1961;2503001;CAAPORÃ;Caaporã;PB;NORDESTE
1963;2503100;CABACEIRAS;Cabaceiras;PB;NORDESTE
1965;2503209;CABEDELO;Cabedelo;PB;NORDESTE
1967;2503308;CACHOEIRA DOS ÍNDIOS;Cachoeira dos Índios;PB;NORDESTE
1969;2503407;CACIMBA DE AREIA;Cacimba de Areia;PB;NORDESTE
1971;2503506;CACIMBA DE DENTRO;Cacimba de Dentro;PB;NORDESTE
1973;2503605;CAIÇARA;Caiçara;PB;NORDESTE
1975;2503704;CAJAZEIRAS;Cajazeiras;PB;NORDESTE
1977;2503803;CALDAS BRANDÃO;Caldas Brandão;PB;NORDESTE
1979;2503902;CAMALAÚ;Camalaú;PB;NORDESTE
1981;2504009;CAMPINA GRANDE;Campina Grande;PB;NORDESTE
1983;2504108;CARRAPATEIRA;Carrapateira;PB;NORDESTE
1985;2504207;CATINGUEIRA;Catingueira;PB;NORDESTE
1987;2504306;CATOLÉ DO ROCHA;Catolé do Rocha;PB;NORDESTE
1989;2504405;CONCEIÇÃO;Conceição;PB;NORDESTE
1991;2504504;CONDADO;Condado;PB;NORDESTE
1993;2504603;CONDE;Conde;PB;NORDESTE
1995;2504702;CONGO;Congo;PB;NORDESTE
1997;2504801;COREMAS;Coremas;PB;NORDESTE
1999;2504900;CRUZ DO ESPÍRITO SANTO;Cruz do Espírito Santo;PB;NORDESTE
2001;2505006;CUBATI;Cubati;PB;NORDESTE
2003;2505105;CUITÉ;Cuité;PB;NORDESTE
2005;2505204;CUITEGI;Cuitegi;PB;NORDESTE
2007;2505303;CURRAL VELHO;Curral Velho;PB;NORDESTE
2009;2505402;DESTERRO;Desterro;PB;NORDESTE
2011;2505501;VISTA SERRANA;Vista Serrana;PB;NORDESTE
2013;2505600;DIAMANTE;Diamante;PB;NORDESTE
2015;2505709;DONA INÊS;Dona Inês;PB;NORDESTE
2017;2505808;DUAS ESTRADAS;Duas Estradas;PB;NORDESTE
2019;2505907;EMAS;Emas;PB;NORDESTE
2021;2506004;ESPERANÇA;Esperança;PB;NORDESTE
2023;2506103;FAGUNDES;Fagundes;PB;NORDESTE
2025;2506202;FREI MARTINHO;Frei Martinho;PB;NORDESTE
2027;2506301;GUARABIRA;Guarabira;PB;NORDESTE
2029;2506400;GURINHÉM;Gurinhém;PB;NORDESTE
2031;2506509;GURJÃO;Gurjão;PB;NORDESTE
2033;2506608;IBIARA;Ibiara;PB;NORDESTE
2035;2506707;IMACULADA;Imaculada;PB;NORDESTE
2037;2506806;INGÁ;Ingá;PB;NORDESTE
2039;2506905;ITABAIANA;Itabaiana;PB;NORDESTE
2041;2507002;ITAPORANGA;Itaporanga;PB;NORDESTE
2043;2507101;ITAPOROROCA;Itapororoca;PB;NORDESTE
2045;2507200;ITATUBA;Itatuba;PB;NORDESTE
2047;2507309;JACARAÚ;Jacaraú;PB;NORDESTE
2049;2507408;JERICÓ;Jericó;PB;NORDESTE
2051;2507507;JOÃO PESSOA;João Pessoa;PB;NORDESTE
2053;2507606;JUAREZ TÁVORA;Juarez Távora;PB;NORDESTE
2055;2507705;JUAZEIRINHO;Juazeirinho;PB;NORDESTE
2057;2507804;JUNCO DO SERIDÓ;Junco do Seridó;PB;NORDESTE
2059;2507903;JURIPIRANGA;Juripiranga;PB;NORDESTE
2061;2508000;JURU;Juru;PB;NORDESTE
2063;2508109;LAGOA;Lagoa;PB;NORDESTE
2065;2508208;LAGOA DE DENTRO;Lagoa de Dentro;PB;NORDESTE
2067;2508307;LAGOA SECA;Lagoa Seca;PB;NORDESTE
2069;2508406;LASTRO;Lastro;PB;NORDESTE
2071;2508505;LIVRAMENTO;Livramento;PB;NORDESTE
2073;2508604;LUCENA;Lucena;PB;NORDESTE
2075;2508703;MÃE D'ÁGUA;Mãe d'Água;PB;NORDESTE
2077;2508802;MALTA;Malta;PB;NORDESTE
2079;2508901;MAMANGUAPE;Mamanguape;PB;NORDESTE
2081;2509008;MANAÍRA;Manaíra;PB;NORDESTE
2083;2509107;MARI;Mari;PB;NORDESTE
2085;2509206;MASSARANDUBA;Massaranduba;PB;NORDESTE
2087;2509305;MATARACA;Mataraca;PB;NORDESTE
2089;2509404;MOGEIRO;Mogeiro;PB;NORDESTE
2091;2509503;MONTADAS;Montadas;PB;NORDESTE
2093;2509602;MONTE HOREBE;Monte Horebe;PB;NORDESTE
2095;2509701;MONTEIRO;Monteiro;PB;NORDESTE
2097;2509800;MULUNGU;Mulungu;PB;NORDESTE
2099;2509909;NATUBA;Natuba;PB;NORDESTE
2101;2510006;NAZAREZINHO;Nazarezinho;PB;NORDESTE
2103;2510105;NOVA FLORESTA;Nova Floresta;PB;NORDESTE
2105;2510204;NOVA OLINDA;Nova Olinda;PB;NORDESTE
2107;2510303;NOVA PALMEIRA;Nova Palmeira;PB;NORDESTE
2109;2510402;OLHO D'ÁGUA;Olho d'Água;PB;NORDESTE
2111;2510501;OLIVEDOS;Olivedos;PB;NORDESTE
2113;2510600;OURO VELHO;Ouro Velho;PB;NORDESTE
2115;2510709;PASSAGEM;Passagem;PB;NORDESTE
2117;2510808;PATOS;Patos;PB;NORDESTE
2119;2510907;PAULISTA;Paulista;PB;NORDESTE
2121;2511004;PEDRA BRANCA;Pedra Branca;PB;NORDESTE
2123;2511103;PEDRA LAVRADA;Pedra Lavrada;PB;NORDESTE
2125;2511202;PEDRAS DE FOGO;Pedras de Fogo;PB;NORDESTE
2127;2511301;PIANCÓ;Piancó;PB;NORDESTE
2129;2511400;PICUÍ;Picuí;PB;NORDESTE
2131;2511509;PILAR;Pilar;PB;NORDESTE
2133;2511608;PILÕES;Pilões;PB;NORDESTE
2135;2511707;PILÕEZINHOS;Pilõezinhos;PB;NORDESTE
2137;2511806;PIRPIRITUBA;Pirpirituba;PB;NORDESTE
2139;2511905;PITIMBU;Pitimbu;PB;NORDESTE
2141;2512002;POCINHOS;Pocinhos;PB;NORDESTE
2143;2512101;POMBAL;Pombal;PB;NORDESTE
2145;2512200;PRATA;Prata;PB;NORDESTE
2147;2512309;PRINCESA ISABEL;Princesa Isabel;PB;NORDESTE
2149;2512408;PUXINANÃ;Puxinanã;PB;NORDESTE
2151;2512507;QUEIMADAS;Queimadas;PB;NORDESTE
2153;2512606;QUIXABÁ;Quixaba;PB;NORDESTE
2155;2512705;REMÍGIO;Remígio;PB;NORDESTE
2157;2512804;RIACHO DOS CAVALOS;Riacho dos Cavalos;PB;NORDESTE
2159;2512903;RIO TINTO;Rio Tinto;PB;NORDESTE
2161;2513000;SALGADINHO;Salgadinho;PB;NORDESTE
2163;2513109;SALGADO DE SÃO FÉLIX;Salgado de São Félix;PB;NORDESTE
2165;2513208;SANTA CRUZ;Santa Cruz;PB;NORDESTE
2167;2513307;SANTA HELENA;Santa Helena;PB;NORDESTE
2169;2513406;SANTA LUZIA;Santa Luzia;PB;NORDESTE
2171;2513505;SANTANA DE MANGUEIRA;Santana de Mangueira;PB;NORDESTE
2173;2513604;SANTANA DOS GARROTES;Santana dos Garrotes;PB;NORDESTE
2175;2513703;SANTA RITA;Santa Rita;PB;NORDESTE
2177;2513802;SANTA TERESINHA;Santa Teresinha;PB;NORDESTE
2179;2513901;SÃO BENTO;São Bento;PB;NORDESTE
2181;2514008;SÃO JOÃO DO CARIRI;São João do Cariri;PB;NORDESTE
2183;2514107;SÃO JOÃO DO TIGRE;São João do Tigre;PB;NORDESTE
2185;2514206;SÃO JOSÉ DA LAGOA TAPADA;São José da Lagoa Tapada;PB;NORDESTE
2187;2514305;SÃO JOSÉ DE CAIANA;São José de Caiana;PB;NORDESTE
2189;2514404;SÃO JOSÉ DE ESPINHARAS;São José de Espinharas;PB;NORDESTE
2191;2514503;SÃO JOSÉ DE PIRANHAS;São José de Piranhas;PB;NORDESTE
2193;2514602;SÃO JOSÉ DO BONFIM;São José do Bonfim;PB;NORDESTE
2195;2514701;SÃO JOSÉ DO SABUGI;São José do Sabugi;PB;NORDESTE
2197;2514800;SÃO JOSÉ DOS CORDEIROS;São José dos Cordeiros;PB;NORDESTE
2199;2514909;SÃO MAMEDE;São Mamede;PB;NORDESTE
2201;2515005;SÃO MIGUEL DE TAIPU;São Miguel de Taipu;PB;NORDESTE
2203;2515104;SÃO SEBASTIÃO DE LAGOA DE ROÇA;São Sebastião de Lagoa de Roça;PB;NORDESTE
2205;2515203;SÃO SEBASTIÃO DO UMBUZEIRO;São Sebastião do Umbuzeiro;PB;NORDESTE
2207;2515302;SAPÉ;Sapé;PB;NORDESTE
2209;2515401;SÃO VICENTE DO SERIDÓ;São Vicente do Seridó;PB;NORDESTE
2211;2515500;SERRA BRANCA;Serra Branca;PB;NORDESTE
2213;2515609;SERRA DA RAIZ;Serra da Raiz;PB;NORDESTE
2215;2515708;SERRA GRANDE;Serra Grande;PB;NORDESTE
2217;2515807;SERRA REDONDA;Serra Redonda;PB;NORDESTE
2219;2515906;SERRARIA;Serraria;PB;NORDESTE
2221;2516003;SOLÂNEA;Solânea;PB;NORDESTE
2223;2516102;SOLEDADE;Soledade;PB;NORDESTE
2225;2516201;SOUSA;Sousa;PB;NORDESTE
2227;2516300;SUMÉ;Sumé;PB;NORDESTE
2229;2516409;TACIMA;Tacima;PB;NORDESTE
2231;2516508;TAPEROÁ;Taperoá;PB;NORDESTE
2233;2516607;TAVARES;Tavares;PB;NORDESTE
2235;2516706;TEIXEIRA;Teixeira;PB;NORDESTE
2237;2516805;TRIUNFO;Triunfo;PB;NORDESTE
2239;2516904;UIRAÚNA;Uiraúna;PB;NORDESTE
2241;2517001;UMBUZEIRO;Umbuzeiro;PB;NORDESTE
2243;2517100;VÁRZEA;Várzea;PB;NORDESTE
544;2601052;ARAÇOIABA;Araçoiaba;PE;NORDESTE
546;2604155;CASINHAS;Casinhas;PE;NORDESTE
548;2607950;JAQUEIRA;Jaqueira;PE;NORDESTE
550;2608057;JATOBÁ;Jatobá;PE;NORDESTE
552;2608750;LAGOA GRANDE;Lagoa Grande;PE;NORDESTE
554;2609154;MANARI;Manari;PE;NORDESTE
556;2612554;SANTA FILOMENA;Santa Filomena;PE;NORDESTE
558;2614857;TAMANDARÉ;Tamandaré;PE;NORDESTE
2289;2608453;LAGOA DO CARRO;Lagoa do Carro;PE;NORDESTE
2291;2616183;VERTENTE DO LÉRIO;Vertente do Lério;PE;NORDESTE
2293;2616506;XEXÉU;Xexéu;PE;NORDESTE
2295;2608255;JUCATI;Jucati;PE;NORDESTE
2297;2612455;SANTA CRUZ;Santa Cruz;PE;NORDESTE
2299;2605152;DORMENTES;Dormentes;PE;NORDESTE
2301;2600104;AFOGADOS DA INGAZEIRA;Afogados da Ingazeira;PE;NORDESTE
2303;2600203;AFRÂNIO;Afrânio;PE;NORDESTE
2305;2600302;AGRESTINA;Agrestina;PE;NORDESTE
2307;2600401;ÁGUA PRETA;Água Preta;PE;NORDESTE
2309;2600500;ÁGUAS BELAS;Águas Belas;PE;NORDESTE
2311;2600609;ALAGOINHA;Alagoinha;PE;NORDESTE
2313;2600708;ALIANÇA;Aliança;PE;NORDESTE
2315;2600807;ALTINHO;Altinho;PE;NORDESTE
2317;2600906;AMARAJI;Amaraji;PE;NORDESTE
2319;2601003;ANGELIM;Angelim;PE;NORDESTE
2321;2601102;ARARIPINA;Araripina;PE;NORDESTE
2323;2601201;ARCOVERDE;Arcoverde;PE;NORDESTE
2325;2601300;BARRA DE GUABIRABA;Barra de Guabiraba;PE;NORDESTE
2327;2601409;BARREIROS;Barreiros;PE;NORDESTE
2329;2601508;BELÉM DE MARIA;Belém de Maria;PE;NORDESTE
2331;2601607;BELÉM DE SÃO FRANCISCO;Belém do São Francisco;PE;NORDESTE
2333;2601706;BELO JARDIM;Belo Jardim;PE;NORDESTE
2335;2601805;BETÂNIA;Betânia;PE;NORDESTE
2337;2601904;BEZERROS;Bezerros;PE;NORDESTE
2339;2602001;BODOCÓ;Bodocó;PE;NORDESTE
2341;2602100;BOM CONSELHO;Bom Conselho;PE;NORDESTE
2343;2602209;BOM JARDIM;Bom Jardim;PE;NORDESTE
2345;2602308;BONITO;Bonito;PE;NORDESTE
2347;2602407;BREJÃO;Brejão;PE;NORDESTE
2349;2602506;BREJINHO;Brejinho;PE;NORDESTE
2351;2602605;BREJO DA MADRE DE DEUS;Brejo da Madre de Deus;PE;NORDESTE
2353;2602704;BUENOS AIRES;Buenos Aires;PE;NORDESTE
2355;2602803;BUÍQUE;Buíque;PE;NORDESTE
2357;2602902;CABO DE SANTO AGOSTINHO;Cabo de Santo Agostinho;PE;NORDESTE
2359;2603009;CABROBÓ;Cabrobó;PE;NORDESTE
2361;2603108;CACHOEIRINHA;Cachoeirinha;PE;NORDESTE
2363;2603207;CAETÉS;Caetés;PE;NORDESTE
2365;2603306;CALÇADO;Calçado;PE;NORDESTE
2367;2603405;CALUMBI;Calumbi;PE;NORDESTE
2369;2603504;CAMOCIM DE SÃO FÉLIX;Camocim de São Félix;PE;NORDESTE
2371;2603603;CAMUTANGA;Camutanga;PE;NORDESTE
2373;2603702;CANHOTINHO;Canhotinho;PE;NORDESTE
2375;2603801;CAPOEIRAS;Capoeiras;PE;NORDESTE
2377;2603900;CARNAÍBA;Carnaíba;PE;NORDESTE
2379;2604007;CARPINA;Carpina;PE;NORDESTE
2381;2604106;CARUARU;Caruaru;PE;NORDESTE
2383;2604205;CATENDE;Catende;PE;NORDESTE
2385;2604304;CEDRO;Cedro;PE;NORDESTE
2387;2604403;CHÃ DE ALEGRIA;Chã de Alegria;PE;NORDESTE
2389;2604502;CHÃ GRANDE;Chã Grande;PE;NORDESTE
2391;2604601;CONDADO;Condado;PE;NORDESTE
2393;2604700;CORRENTES;Correntes;PE;NORDESTE
2395;2604809;CORTÊS;Cortês;PE;NORDESTE
2397;2604908;CUMARU;Cumaru;PE;NORDESTE
2399;2605004;CUPIRA;Cupira;PE;NORDESTE
2401;2605103;CUSTÓDIA;Custódia;PE;NORDESTE
2403;2605202;ESCADA;Escada;PE;NORDESTE
2405;2605301;EXU;Exu;PE;NORDESTE
2407;2605400;FEIRA NOVA;Feira Nova;PE;NORDESTE
2409;2605509;FERREIROS;Ferreiros;PE;NORDESTE
2411;2605608;FLORES;Flores;PE;NORDESTE
2413;2605707;FLORESTA;Floresta;PE;NORDESTE
2415;2605806;FREI MIGUELINHO;Frei Miguelinho;PE;NORDESTE
2417;2605905;GAMELEIRA;Gameleira;PE;NORDESTE
2419;2606002;GARANHUNS;Garanhuns;PE;NORDESTE
2421;2606101;GLÓRIA DO GOITÁ;Glória do Goitá;PE;NORDESTE
2423;2606200;GOIANA;Goiana;PE;NORDESTE
2425;2606309;GRANITO;Granito;PE;NORDESTE
2427;2606408;GRAVATÁ;Gravatá;PE;NORDESTE
2429;2606507;IATI;Iati;PE;NORDESTE
2431;2606606;IBIMIRIM;Ibimirim;PE;NORDESTE
2433;2606705;IBIRAJUBA;Ibirajuba;PE;NORDESTE
2435;2606804;IGARASSU;Igarassu;PE;NORDESTE
2437;2606903;IGUARACI;Iguaracy;PE;NORDESTE
2439;2607000;INAJÁ;Inajá;PE;NORDESTE
2441;2607109;INGAZEIRA;Ingazeira;PE;NORDESTE
2443;2607208;IPOJUCA;Ipojuca;PE;NORDESTE
2445;2607307;IPUBI;Ipubi;PE;NORDESTE
2447;2607406;ITACURUBA;Itacuruba;PE;NORDESTE
2449;2607505;ITAÍBA;Itaíba;PE;NORDESTE
2451;2607604;ILHA DE ITAMARACÁ;Ilha de Itamaracá;PE;NORDESTE
2453;2607703;ITAPETIM;Itapetim;PE;NORDESTE
2455;2607802;ITAQUITINGA;Itaquitinga;PE;NORDESTE
2457;2607901;JABOATÃO DOS GUARARAPES;Jaboatão dos Guararapes;PE;NORDESTE
2459;2608008;JATAÚBA;Jataúba;PE;NORDESTE
2461;2608107;JOÃO ALFREDO;João Alfredo;PE;NORDESTE
2463;2608206;JOAQUIM NABUCO;Joaquim Nabuco;PE;NORDESTE
2465;2608305;JUPI;Jupi;PE;NORDESTE
2467;2608404;JUREMA;Jurema;PE;NORDESTE
